t+,class,V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
0,0,103.24897003173828,128.7243652,118.95365142822266,202.47854614257812,202.74440002441406,200.54006958007812,0.4328799843788147,0.45630118250846863,0.4909811317920685,44.69441223144531,58.73707962036133,58.40399932861328,-43.3456955,-54.39221954,-57.35237503,6.236195087432861,18.817415237426758,2.538785696029663,0.9698235988616943,0.9260286688804626,0.9819939732551575,4.996890068054199,4.994427204,4.125262260437012
0.05,0,103.24897003173828,128.7243652,118.95365142822266,202.47854614257812,202.74440002441406,200.54006958007812,0.4328799843788147,0.45630118250846863,0.4909811317920685,44.69441223144531,58.73707962036133,58.40399932861328,-43.3456955,-54.39221954,-57.35237503,6.236195087432861,18.817415237426758,2.538785696029663,0.9698235988616943,0.9260286688804626,0.9819939732551575,4.996890068054199,4.994427204,4.125262260437012
0.1,0,103.2596664428711,128.7106934,118.99847412109375,202.48892211914062,202.79046630859375,200.5648956298828,0.44104257225990295,0.4625840485095978,0.501209557,45.541908264160156,59.539512634277344,59.64317321777344,-44.02811432,-54.67479324,-58.56068039,6.926888465881348,20.237201690673828,3.8706417083740234,0.9667603969573975,0.9182942509651184,0.9818505048751831,5.0478901863098145,5.033367634,4.122901916503906
0.15,0,103.2596664428711,128.7106934,118.99847412109375,202.48892211914062,202.79046630859375,200.5648956298828,0.44104257225990295,0.4625840485095978,0.501209557,45.541908264160156,59.539512634277344,59.64317321777344,-44.02811432,-54.67479324,-58.56068039,6.926888465881348,20.237201690673828,3.8706417083740234,0.9667603969573975,0.9182942509651184,0.9818505048751831,5.0478901863098145,5.033367634,4.122901916503906
0.2,0,103.2596664428711,128.7106934,118.99847412109375,202.48892211914062,202.79046630859375,200.5648956298828,0.44104257225990295,0.4625840485095978,0.501209557,45.541908264160156,59.539512634277344,59.64317321777344,-44.02811432,-54.67479324,-58.56068039,6.926888465881348,20.237201690673828,3.8706417083740234,0.9667603969573975,0.9182942509651184,0.9818505048751831,5.0478901863098145,5.033367634,4.122901916503906
0.25,0,103.2596664428711,128.7106934,118.99847412109375,202.48892211914062,202.79046630859375,200.5648956298828,0.44104257225990295,0.4625840485095978,0.501209557,45.541908264160156,59.539512634277344,59.64317321777344,-44.02811432,-54.67479324,-58.56068039,6.926888465881348,20.237201690673828,3.8706417083740234,0.9667603969573975,0.9182942509651184,0.9818505048751831,5.0478901863098145,5.033367634,4.122901916503906
0.3,0,103.2710189819336,128.77706909179688,119.01203918457031,202.5594940185547,202.83653259277344,200.60018920898438,0.4380478858947754,0.4599318504333496,0.4968219995498657,45.23765182495117,59.228675842285156,59.12779998779297,-43.9401474,-54.93173218,-58.13064575,6.199580192565918,18.99129295349121,2.6459338665008545,0.9713180661201477,0.9274516105651855,0.9831355810165405,5.0551066398620605,5.043372631072998,4.155454158782959
0.35,0,103.2710189819336,128.77706909179688,119.01203918457031,202.5594940185547,202.83653259277344,200.60018920898438,0.4380478858947754,0.4599318504333496,0.4968219995498657,45.23765182495117,59.228675842285156,59.12779998779297,-43.9401474,-54.93173218,-58.13064575,6.199580192565918,18.99129295349121,2.6459338665008545,0.9713180661201477,0.9274516105651855,0.9831355810165405,5.0551066398620605,5.043372631072998,4.155454158782959
0.4,0,103.2710189819336,128.77706909179688,119.01203918457031,202.5594940185547,202.83653259277344,200.60018920898438,0.4380478858947754,0.4599318504333496,0.4968219995498657,45.23765182495117,59.228675842285156,59.12779998779297,-43.9401474,-54.93173218,-58.13064575,6.199580192565918,18.99129295349121,2.6459338665008545,0.9713180661201477,0.9274516105651855,0.9831355810165405,5.0551066398620605,5.043372631072998,4.155454158782959
0.45,0,103.2710189819336,128.77706909179688,119.01203918457031,202.5594940185547,202.83653259277344,200.60018920898438,0.4380478858947754,0.4599318504333496,0.4968219995498657,45.23765182495117,59.228675842285156,59.12779998779297,-43.9401474,-54.93173218,-58.13064575,6.199580192565918,18.99129295349121,2.6459338665008545,0.9713180661201477,0.9274516105651855,0.9831355810165405,5.0551066398620605,5.043372631072998,4.155454158782959
0.5,0,103.22017669677734,128.67376708984375,118.9943848,202.4064178466797,202.74513244628906,200.54908752441406,0.4354165196418762,0.45491841435432434,0.49377861618995667,44.94377136230469,58.536067962646484,58.75688171386719,-43.52796936,-53.82313919,-57.72602081,6.782081604003906,19.823101043701172,3.913923501968384,0.9684983491897583,0.9194867610931396,0.9824554920196533,5.041637420654297,5.033153057098389,4.157016277313232
0.55,0,103.22017669677734,128.67376708984375,118.9943848,202.4064178466797,202.74513244628906,200.54908752441406,0.4354165196418762,0.45491841435432434,0.49377861618995667,44.94377136230469,58.536067962646484,58.75688171386719,-43.52796936,-53.82313919,-57.72602081,6.782081604003906,19.823101043701172,3.913923501968384,0.9684983491897583,0.9194867610931396,0.9824554920196533,5.041637420654297,5.033153057098389,4.157016277313232
0.6,0,103.22017669677734,128.67376708984375,118.9943848,202.4064178466797,202.74513244628906,200.54908752441406,0.4354165196418762,0.45491841435432434,0.49377861618995667,44.94377136230469,58.536067962646484,58.75688171386719,-43.52796936,-53.82313919,-57.72602081,6.782081604003906,19.823101043701172,3.913923501968384,0.9684983491897583,0.9194867610931396,0.9824554920196533,5.041637420654297,5.033153057098389,4.157016277313232
0.65,0,103.22017669677734,128.67376708984375,118.9943848,202.4064178466797,202.74513244628906,200.54908752441406,0.4354165196418762,0.45491841435432434,0.49377861618995667,44.94377136230469,58.536067962646484,58.75688171386719,-43.52796936,-53.82313919,-57.72602081,6.782081604003906,19.823101043701172,3.913923501968384,0.9684983491897583,0.9194867610931396,0.9824554920196533,5.041637420654297,5.033153057098389,4.157016277313232
0.7,0,103.24588775634766,128.73623657226562,119.04096984863281,202.4720916748047,202.8333282470703,200.62423706054688,0.4391053020954132,0.4615119397640228,0.4972470700740814,45.33581543,59.41331100463867,59.192771911621094,-43.95720291,-55.05298996,-58.16496277,6.486520290374756,19.199161529541016,2.8201706409454346,0.9695910811424255,0.9266103506088257,0.9826362133026123,5.044806003570557,5.0181036,4.125404357910156
0.75,0,103.24588775634766,128.73623657226562,119.04096984863281,202.4720916748047,202.8333282470703,200.62423706054688,0.4391053020954132,0.4615119397640228,0.4972470700740814,45.33581543,59.41331100463867,59.192771911621094,-43.95720291,-55.05298996,-58.16496277,6.486520290374756,19.199161529541016,2.8201706409454346,0.9695910811424255,0.9266103506088257,0.9826362133026123,5.044806003570557,5.0181036,4.125404357910156
0.8,0,103.24588775634766,128.73623657226562,119.04096984863281,202.4720916748047,202.8333282470703,200.62423706054688,0.4391053020954132,0.4615119397640228,0.4972470700740814,45.33581543,59.41331100463867,59.192771911621094,-43.95720291,-55.05298996,-58.16496277,6.486520290374756,19.199161529541016,2.8201706409454346,0.9695910811424255,0.9266103506088257,0.9826362133026123,5.044806003570557,5.0181036,4.125404357910156
0.85,0,103.24588775634766,128.73623657226562,119.04096984863281,202.4720916748047,202.8333282470703,200.62423706054688,0.4391053020954132,0.4615119397640228,0.4972470700740814,45.33581543,59.41331100463867,59.192771911621094,-43.95720291,-55.05298996,-58.16496277,6.486520290374756,19.199161529541016,2.8201706409454346,0.9695910811424255,0.9266103506088257,0.9826362133026123,5.044806003570557,5.0181036,4.125404357910156
0.9,0,103.22834777832031,128.65875244140625,119.00422668457031,202.37921142578125,202.7241668701172,200.59310913085938,0.4349029064178467,0.4524966776371002,0.48993581533432007,44.894309997558594,58.21765899658203,58.30443192,-43.55775833,-53.85946655,-57.27196884,6.218774795532227,18.652725219726562,3.104810953140259,0.97022891,0.9251396656036377,0.9822918772697449,5.0193915367126465,5.015478134155273,4.083154201507568
0.95,0,103.22834777832031,128.65875244140625,119.00422668457031,202.37921142578125,202.7241668701172,200.59310913085938,0.4349029064178467,0.4524966776371002,0.48993581533432007,44.894309997558594,58.21765899658203,58.30443192,-43.55775833,-53.85946655,-57.27196884,6.218774795532227,18.652725219726562,3.104810953140259,0.97022891,0.9251396656036377,0.9822918772697449,5.0193915367126465,5.015478134155273,4.083154201507568
1,0,103.22834777832031,128.65875244140625,119.00422668457031,202.37921142578125,202.7241668701172,200.59310913085938,0.4349029064178467,0.4524966776371002,0.48993581533432007,44.894309997558594,58.21765899658203,58.30443192,-43.55775833,-53.85946655,-57.27196884,6.218774795532227,18.652725219726562,3.104810953140259,0.97022891,0.9251396656036377,0.9822918772697449,5.0193915367126465,5.015478134155273,4.083154201507568
1.05,0,103.22834777832031,128.65875244140625,119.00422668457031,202.37921142578125,202.7241668701172,200.59310913085938,0.4349029064178467,0.4524966776371002,0.48993581533432007,44.894309997558594,58.21765899658203,58.30443192,-43.55775833,-53.85946655,-57.27196884,6.218774795532227,18.652725219726562,3.104810953140259,0.97022891,0.9251396656036377,0.9822918772697449,5.0193915367126465,5.015478134155273,4.083154201507568
1.1,0,103.28067016601562,128.75811767578125,119.0291519165039,202.5204315185547,202.85293579101562,200.6358642578125,0.44229933619499207,0.4631679654121399,0.5011950135231018,45.680973052978516,59.636634826660156,59.65681838989258,-44.2543869,-54.92205429,-58.62892532,7.116605281829834,20.209470748901367,3.982891321182251,0.9687706828117371,0.92094487,0.9827699065208435,5.067511081695557,5.049344062805176,4.099960803985596
1.15,0,103.28067016601562,128.75811767578125,119.0291519165039,202.5204315185547,202.85293579101562,200.6358642578125,0.44229933619499207,0.4631679654121399,0.5011950135231018,45.680973052978516,59.636634826660156,59.65681838989258,-44.2543869,-54.92205429,-58.62892532,7.116605281829834,20.209470748901367,3.982891321182251,0.9687706828117371,0.92094487,0.9827699065208435,5.067511081695557,5.049344062805176,4.099960803985596
1.2,0,103.28067016601562,128.75811767578125,119.0291519165039,202.5204315185547,202.85293579101562,200.6358642578125,0.44229933619499207,0.4631679654121399,0.5011950135231018,45.680973052978516,59.636634826660156,59.65681838989258,-44.2543869,-54.92205429,-58.62892532,7.116605281829834,20.209470748901367,3.982891321182251,0.9687706828117371,0.92094487,0.9827699065208435,5.067511081695557,5.049344062805176,4.099960803985596
