t+,class,V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
0.000,0,103.33150482177734,128.86463928222656,119.10269927978516,202.68470764160156,203.0083770751953,200.72579956054688,0.4412815570831299,0.46056970953941345,0.5021213293075562,45.59828567504883,59.35115051269531,59.80400466918945,-44.199134826660156,-54.697898864746094,-58.752052307128906,6.259444236755371,19.60479164123535,3.3280670642852783,0.9693157076835632,0.921597957611084,0.9824100136756897,5.030044078826904,4.96621036529541,4.045436859130859,nan
0.050,0,103.33150482177734,128.86463928222656,119.10269927978516,202.68470764160156,203.0083770751953,200.72579956054688,0.4412815570831299,0.46056970953941345,0.5021213293075562,45.59828567504883,59.35115051269531,59.80400466918945,-44.199134826660156,-54.697898864746094,-58.752052307128906,6.259444236755371,19.60479164123535,3.3280670642852783,0.9693157076835632,0.921597957611084,0.9824100136756897,5.030044078826904,4.96621036529541,4.045436859130859,nan
0.100,0,103.33150482177734,128.86463928222656,119.10269927978516,202.68470764160156,203.0083770751953,200.72579956054688,0.4412815570831299,0.46056970953941345,0.5021213293075562,45.59828567504883,59.35115051269531,59.80400466918945,-44.199134826660156,-54.697898864746094,-58.752052307128906,6.259444236755371,19.60479164123535,3.3280670642852783,0.9693157076835632,0.921597957611084,0.9824100136756897,5.030044078826904,4.96621036529541,4.045436859130859,nan
0.150,0,103.38175201416016,128.82492065429688,119.14356994628906,202.6917724609375,203.06993103027344,200.7634735107422,0.4397897720336914,0.45777058601379395,0.49822184443473816,45.46623611450195,58.972259521484375,59.359928131103516,-44.06603240966797,-54.59303665161133,-58.28661346435547,5.885100841522217,18.81842613220215,2.8224782943725586,0.9692034125328064,0.9257409572601318,0.9819185137748718,5.026307582855225,4.974453449249268,4.246914863586426,nan
0.200,0,103.38175201416016,128.82492065429688,119.14356994628906,202.6917724609375,203.06993103027344,200.7634735107422,0.4397897720336914,0.45777058601379395,0.49822184443473816,45.46623611450195,58.972259521484375,59.359928131103516,-44.06603240966797,-54.59303665161133,-58.28661346435547,5.885100841522217,18.81842613220215,2.8224782943725586,0.9692034125328064,0.9257409572601318,0.9819185137748718,5.026307582855225,4.974453449249268,4.246914863586426,nan
0.250,0,103.38175201416016,128.82492065429688,119.14356994628906,202.6917724609375,203.06993103027344,200.7634735107422,0.4397897720336914,0.45777058601379395,0.49822184443473816,45.46623611450195,58.972259521484375,59.359928131103516,-44.06603240966797,-54.59303665161133,-58.28661346435547,5.885100841522217,18.81842613220215,2.8224782943725586,0.9692034125328064,0.9257409572601318,0.9819185137748718,5.026307582855225,4.974453449249268,4.246914863586426,nan
0.300,0,103.38175201416016,128.82492065429688,119.14356994628906,202.6917724609375,203.06993103027344,200.7634735107422,0.4397897720336914,0.45777058601379395,0.49822184443473816,45.46623611450195,58.972259521484375,59.359928131103516,-44.06603240966797,-54.59303665161133,-58.28661346435547,5.885100841522217,18.81842613220215,2.8224782943725586,0.9692034125328064,0.9257409572601318,0.9819185137748718,5.026307582855225,4.974453449249268,4.246914863586426,nan
0.350,0,103.32440185546875,128.8249053955078,119.06954193115234,202.617919921875,202.97042846679688,200.69354248046875,0.4382566213607788,0.4563196003437042,0.49764755368232727,45.2826042175293,58.78532791137695,59.25466537475586,-43.89356994628906,-54.073638916015625,-58.23796463012695,6.771476745605469,20.005569458007812,4.116791248321533,0.9693251848220825,0.9198492169380188,0.9828418493270874,4.977988243103027,5.04770040512085,4.071487903594971,nan
0.400,0,103.32440185546875,128.8249053955078,119.06954193115234,202.617919921875,202.97042846679688,200.69354248046875,0.4382566213607788,0.4563196003437042,0.49764755368232727,45.2826042175293,58.78532791137695,59.25466537475586,-43.89356994628906,-54.073638916015625,-58.23796463012695,6.771476745605469,20.005569458007812,4.116791248321533,0.9693251848220825,0.9198492169380188,0.9828418493270874,4.977988243103027,5.04770040512085,4.071487903594971,nan
0.450,0,103.32440185546875,128.8249053955078,119.06954193115234,202.617919921875,202.97042846679688,200.69354248046875,0.4382566213607788,0.4563196003437042,0.49764755368232727,45.2826042175293,58.78532791137695,59.25466537475586,-43.89356994628906,-54.073638916015625,-58.23796463012695,6.771476745605469,20.005569458007812,4.116791248321533,0.9693251848220825,0.9198492169380188,0.9828418493270874,4.977988243103027,5.04770040512085,4.071487903594971,nan
0.500,0,103.32440185546875,128.8249053955078,119.06954193115234,202.617919921875,202.97042846679688,200.69354248046875,0.4382566213607788,0.4563196003437042,0.49764755368232727,45.2826042175293,58.78532791137695,59.25466537475586,-43.89356994628906,-54.073638916015625,-58.23796463012695,6.771476745605469,20.005569458007812,4.116791248321533,0.9693251848220825,0.9198492169380188,0.9828418493270874,4.977988243103027,5.04770040512085,4.071487903594971,nan
0.550,0,103.3913803100586,128.7654266357422,119.13921356201172,202.65139770507812,202.97105407714844,200.79885864257812,0.4425795376300812,0.46021997928619385,0.49880439043045044,45.7589111328125,59.26042175292969,59.427162170410156,-44.34843063354492,-54.95423889160156,-58.33243942260742,5.845584869384766,18.472923278808594,2.56272554397583,0.9691758155822754,0.9273346066474915,0.9815787672996521,5.083662986755371,4.938330173492432,4.1673407554626465,nan
0.600,0,103.3913803100586,128.7654266357422,119.13921356201172,202.65139770507812,202.97105407714844,200.79885864257812,0.4425795376300812,0.46021997928619385,0.49880439043045044,45.7589111328125,59.26042175292969,59.427162170410156,-44.34843063354492,-54.95423889160156,-58.33243942260742,5.845584869384766,18.472923278808594,2.56272554397583,0.9691758155822754,0.9273346066474915,0.9815787672996521,5.083662986755371,4.938330173492432,4.1673407554626465,nan
0.650,0,103.3913803100586,128.7654266357422,119.13921356201172,202.65139770507812,202.97105407714844,200.79885864257812,0.4425795376300812,0.46021997928619385,0.49880439043045044,45.7589111328125,59.26042175292969,59.427162170410156,-44.34843063354492,-54.95423889160156,-58.33243942260742,5.845584869384766,18.472923278808594,2.56272554397583,0.9691758155822754,0.9273346066474915,0.9815787672996521,5.083662986755371,4.938330173492432,4.1673407554626465,nan
0.700,0,103.3913803100586,128.7654266357422,119.13921356201172,202.65139770507812,202.97105407714844,200.79885864257812,0.4425795376300812,0.46021997928619385,0.49880439043045044,45.7589111328125,59.26042175292969,59.427162170410156,-44.34843063354492,-54.95423889160156,-58.33243942260742,5.845584869384766,18.472923278808594,2.56272554397583,0.9691758155822754,0.9273346066474915,0.9815787672996521,5.083662986755371,4.938330173492432,4.1673407554626465,nan
0.750,0,103.33342742919922,128.8284454345703,119.0572738647461,202.6270294189453,202.9615936279297,200.68630981445312,0.4369553327560425,0.45617562532424927,0.49722403287887573,45.15209197998047,58.76839828491211,59.19813919067383,-43.812225341796875,-54.16102600097656,-58.19658660888672,6.556863307952881,19.804195404052734,3.7389235496520996,0.9703254699707031,0.9216011762619019,0.9830813407897949,5.034203052520752,5.11506986618042,4.23365592956543,nan
0.800,0,103.33342742919922,128.8284454345703,119.0572738647461,202.6270294189453,202.9615936279297,200.68630981445312,0.4369553327560425,0.45617562532424927,0.49722403287887573,45.15209197998047,58.76839828491211,59.19813919067383,-43.812225341796875,-54.16102600097656,-58.19658660888672,6.556863307952881,19.804195404052734,3.7389235496520996,0.9703254699707031,0.9216011762619019,0.9830813407897949,5.034203052520752,5.11506986618042,4.23365592956543,nan
0.850,0,103.33342742919922,128.8284454345703,119.0572738647461,202.6270294189453,202.9615936279297,200.68630981445312,0.4369553327560425,0.45617562532424927,0.49722403287887573,45.15209197998047,58.76839828491211,59.19813919067383,-43.812225341796875,-54.16102600097656,-58.19658660888672,6.556863307952881,19.804195404052734,3.7389235496520996,0.9703254699707031,0.9216011762619019,0.9830813407897949,5.034203052520752,5.11506986618042,4.23365592956543,nan
0.900,0,103.33342742919922,128.8284454345703,119.0572738647461,202.6270294189453,202.9615936279297,200.68630981445312,0.4369553327560425,0.45617562532424927,0.49722403287887573,45.15209197998047,58.76839828491211,59.19813919067383,-43.812225341796875,-54.16102600097656,-58.19658660888672,6.556863307952881,19.804195404052734,3.7389235496520996,0.9703254699707031,0.9216011762619019,0.9830813407897949,5.034203052520752,5.11506986618042,4.23365592956543,nan
0.950,0,103.37379455566406,128.84825134277344,119.14855194091797,202.72610473632812,203.0464324951172,200.7810821533203,0.4412364065647125,0.46192288398742676,0.5021392703056335,45.612281799316406,59.5179557800293,59.829166412353516,-44.178466796875,-54.849727630615234,-58.69886016845703,6.2834577560424805,19.549209594726562,3.175349235534668,0.9685651659965515,0.9215660691261292,0.981107771396637,5.1703338623046875,5.023486137390137,4.206939220428467,nan
1.000,0,103.37379455566406,128.84825134277344,119.14855194091797,202.72610473632812,203.0464324951172,200.7810821533203,0.4412364065647125,0.46192288398742676,0.5021392703056335,45.612281799316406,59.5179557800293,59.829166412353516,-44.178466796875,-54.849727630615234,-58.69886016845703,6.2834577560424805,19.549209594726562,3.175349235534668,0.9685651659965515,0.9215660691261292,0.981107771396637,5.1703338623046875,5.023486137390137,4.206939220428467,nan
1.050,0,103.37379455566406,128.84825134277344,119.14855194091797,202.72610473632812,203.0464324951172,200.7810821533203,0.4412364065647125,0.46192288398742676,0.5021392703056335,45.612281799316406,59.5179557800293,59.829166412353516,-44.178466796875,-54.849727630615234,-58.69886016845703,6.2834577560424805,19.549209594726562,3.175349235534668,0.9685651659965515,0.9215660691261292,0.981107771396637,5.1703338623046875,5.023486137390137,4.206939220428467,nan
1.100,0,103.37379455566406,128.84825134277344,119.14855194091797,202.72610473632812,203.0464324951172,200.7810821533203,0.4412364065647125,0.46192288398742676,0.5021392703056335,45.612281799316406,59.5179557800293,59.829166412353516,-44.178466796875,-54.849727630615234,-58.69886016845703,6.2834577560424805,19.549209594726562,3.175349235534668,0.9685651659965515,0.9215660691261292,0.981107771396637,5.1703338623046875,5.023486137390137,4.206939220428467,nan
