t+,class,V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
0.000,0,102.87627410888672,128.36241149902344,118.9398422241211,201.9562225341797,202.0057373046875,200.35073852539062,0.4552803039550781,0.48072171211242676,0.501794695854187,46.83753967285156,61.70659637451172,59.683380126953125,-44.864044189453125,-56.86373519897461,-58.37649154663086,8.517970085144043,19.973644256591797,3.5585927963256836,0.9578651189804077,0.9215179085731506,0.97810298204422,5.676860809326172,5.3525190353393555,4.496950149536133,nan
0.050,0,102.87627410888672,128.36241149902344,118.9398422241211,201.9562225341797,202.0057373046875,200.35073852539062,0.4552803039550781,0.48072171211242676,0.501794695854187,46.83753967285156,61.70659637451172,59.683380126953125,-44.864044189453125,-56.86373519897461,-58.37649154663086,8.517970085144043,19.973644256591797,3.5585927963256836,0.9578651189804077,0.9215179085731506,0.97810298204422,5.676860809326172,5.3525190353393555,4.496950149536133,nan
0.100,0,102.87627410888672,128.36241149902344,118.9398422241211,201.9562225341797,202.0057373046875,200.35073852539062,0.4552803039550781,0.48072171211242676,0.501794695854187,46.83753967285156,61.70659637451172,59.683380126953125,-44.864044189453125,-56.86373519897461,-58.37649154663086,8.517970085144043,19.973644256591797,3.5585927963256836,0.9578651189804077,0.9215179085731506,0.97810298204422,5.676860809326172,5.3525190353393555,4.496950149536133,nan
0.150,0,102.85595703125,128.35382080078125,118.9758529663086,201.91445922851562,202.04551696777344,200.36895751953125,0.4556182622909546,0.4743427634239197,0.5007448792457581,46.86305236816406,60.883705139160156,59.5765495300293,-44.942867279052734,-56.26633071899414,-58.270225524902344,7.199413776397705,18.617582321166992,2.7469658851623535,0.9590256214141846,0.9241607785224915,0.9780731797218323,5.665217876434326,5.372093200683594,4.458071708679199,nan
0.200,0,102.85595703125,128.35382080078125,118.9758529663086,201.91445922851562,202.04551696777344,200.36895751953125,0.4556182622909546,0.4743427634239197,0.5007448792457581,46.86305236816406,60.883705139160156,59.5765495300293,-44.942867279052734,-56.26633071899414,-58.270225524902344,7.199413776397705,18.617582321166992,2.7469658851623535,0.9590256214141846,0.9241607785224915,0.9780731797218323,5.665217876434326,5.372093200683594,4.458071708679199,nan
0.250,0,102.85595703125,128.35382080078125,118.9758529663086,201.91445922851562,202.04551696777344,200.36895751953125,0.4556182622909546,0.4743427634239197,0.5007448792457581,46.86305236816406,60.883705139160156,59.5765495300293,-44.942867279052734,-56.26633071899414,-58.270225524902344,7.199413776397705,18.617582321166992,2.7469658851623535,0.9590256214141846,0.9241607785224915,0.9780731797218323,5.665217876434326,5.372093200683594,4.458071708679199,nan
0.300,0,102.85595703125,128.35382080078125,118.9758529663086,201.91445922851562,202.04551696777344,200.36895751953125,0.4556182622909546,0.4743427634239197,0.5007448792457581,46.86305236816406,60.883705139160156,59.5765495300293,-44.942867279052734,-56.26633071899414,-58.270225524902344,7.199413776397705,18.617582321166992,2.7469658851623535,0.9590256214141846,0.9241607785224915,0.9780731797218323,5.665217876434326,5.372093200683594,4.458071708679199,nan
0.350,0,102.85580444335938,128.37435913085938,118.97811126708984,201.9189910888672,202.0709686279297,200.37643432617188,0.449685662984848,0.4723377227783203,0.49841541051864624,46.25278091430664,60.636051177978516,59.3005256652832,-44.48159408569336,-56.17934036254883,-58.06510543823242,6.883806228637695,18.45707893371582,2.1478655338287354,0.9617063999176025,0.9265006184577942,0.9791668057441711,5.701353549957275,5.3836140632629395,4.503952503204346,nan
0.400,0,102.85580444335938,128.37435913085938,118.97811126708984,201.9189910888672,202.0709686279297,200.37643432617188,0.449685662984848,0.4723377227783203,0.49841541051864624,46.25278091430664,60.636051177978516,59.3005256652832,-44.48159408569336,-56.17934036254883,-58.06510543823242,6.883806228637695,18.45707893371582,2.1478655338287354,0.9617063999176025,0.9265006184577942,0.9791668057441711,5.701353549957275,5.3836140632629395,4.503952503204346,nan
0.450,0,102.85580444335938,128.37435913085938,118.97811126708984,201.9189910888672,202.0709686279297,200.37643432617188,0.449685662984848,0.4723377227783203,0.49841541051864624,46.25278091430664,60.636051177978516,59.3005256652832,-44.48159408569336,-56.17934036254883,-58.06510543823242,6.883806228637695,18.45707893371582,2.1478655338287354,0.9617063999176025,0.9265006184577942,0.9791668057441711,5.701353549957275,5.3836140632629395,4.503952503204346,nan
