V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.4233704,155.9809723,146.1092377,250.8598938,248.9004211,247.5202789,0.420954436,0.333513409,0.322110564,54.90229797,52.02174759,47.06332779,14.96338367,8.514692307,15.96226311,46.01531601,46.69038391,41.44404221,0.272545666,0.163675636,0.339165628,5.887473583,5.381353378,4.697220325
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
130.419693,156.0518951,146.0625305,250.8973389,249.0194092,247.4157257,0.424134225,0.339343697,0.320481271,55.31545639,52.9552269,46.81030655,15.20643806,7.920938015,15.93571663,46.36256409,47.14160919,41.10549927,0.274903953,0.14957802,0.34043178,5.807891369,5.415013313,4.626121521
