class,V_L1,V_L2,V_L3,V_L12,V_L23,V_L31,A_L1,A_L2,A_L3,VA_L1,VA_L2,VA_L3,W_L1,W_L2,W_L3,Q_L1,Q_L2,Q_L3,PF_L1,PF_L2,PF_L3,THD_L1,THD_L2,THD_L3
0,103.03630828857422,128.91136169433594,119.2229995727539,202.53700256347656,202.98663330078125,200.6311798095703,0.4460238814353943,0.4667024612426758,0.5056166052818298,45.95665359,60.16324996948242,60.28112793,-44.4417305,-55.46547699,-59.10440445,6.415835857391357,19.644868850708008,3.073169708251953,0.9670358300209044,0.9219162464141846,0.9804794192314148,5.216824531555176,5.228583335876465,4.163978099822998
0,99.99835205,125.9498825,115.7164688,197.6565247,197.1666718,194.7509003,0.136135727,0.107096545,0.136109695,13.61334801,13.48879719,15.75013351,10.67170238,10.137887,13.25000668,7.714569569,7.428232193,7.680179596,0.783914626,0.751578271,0.841263115,6.088370323,5.766077995,4.879353046
0,102.8548431,128.2223511,118.8782425,201.7704468,201.831543,200.3148193,0.453246295,0.473025352,0.496329486,46.61857605,60.65242386,59.0027771,-44.74497223,-56.09501266,-57.76648331,7.692785263,18.76906013,3.06323266,0.959809959,0.924860179,0.979046881,5.767980099,5.495985031,4.52074194
0,99.12918854,126.871994,115.7020035,197.5708008,197.0982056,194.6468353,0.134296611,0.106945813,0.134938613,13.31271362,13.56842804,15.61266804,10.62581539,10.37289238,13.15576553,7.253382206,7.358458996,7.655705452,0.798170507,0.764487386,0.842634022,6.173736572,5.74778223,4.979996204
0,99.76689148,125.8445053,115.6113892,197.3551636,197.0073395,194.4536743,0.137977779,0.108661614,0.132611886,13.76561451,13.67446709,15.33144474,10.94284058,10.06992245,13.01258945,7.521891594,7.748985767,7.340490341,0.794940233,0.736403286,0.848751664,6.086130619,5.674271107,4.896217346
0,103.08080291748048,128.9524383544922,119.25183868408205,202.63868713378903,203.0576934814453,200.6659545898437,0.44452565908432,0.4645251035690307,0.506233811,45.82206344604492,59.90164566040039,60.36931228637695,-44.21005249,-54.93445969,-59.10250854,6.341470241546631,19.970468521118164,3.3761415481567383,0.9648202061653136,0.917077660560608,0.9790157675743104,5.148345470428467,4.949522495269775,4.000730037689209
0,103.05467224121094,128.4194336,118.76602172851562,202.07540893554688,202.15267944335932,200.26104736328125,0.4351040720939636,0.4589665830135345,0.4854962229728699,44.83950805664063,58.94022750854492,57.66045379638672,-43.22481155,-54.500103,-56.5400238,6.924845218658447,18.604909896850582,2.6174445152282715,0.9639894366264344,0.9246673583984376,0.9805684685707092,5.851996421813965,5.698570251464844,4.639680862426758
0,102.7263565,128.1625977,118.6474304,201.6336517,201.5450897,199.9970245,0.432456404,0.45888862,0.479140848,44.42467117,58.81235886,56.84883118,-43.10160828,-55.14155197,-55.99215317,6.215287685,17.06162071,0.819069147,0.970217824,0.93758446,0.984930575,5.592590809,5.518556118,4.538959503
0,102.845665,128.3671417,118.9417267,201.9149323,202.0600128,200.3093262,0.457432449,0.479707718,0.504567325,47.04494476,61.57870865,60.01411057,-45.11552811,-56.89593887,-58.67334747,7.539580822,19.06542206,2.790122747,0.958987772,0.923954725,0.977659225,5.851594925,5.529551506,4.543694019
0,103.2628402709961,128.74496459960938,118.99983215332033,202.5073242,202.8377227783203,200.566635131836,0.4297515749931335,0.449813038110733,0.4904321730136871,44.37736892700195,57.911163330078125,58.36134719848633,-43.11117172,-53.44280243,-57.42601395,6.161277294158936,19.36029815673828,3.3118412494659424,0.9714674949645996,0.9228411316871644,0.9839733839035034,5.168032169342041,5.115113258361816,4.314394950866699
0,103.1466293334961,128.93446350097656,119.31522369384766,202.72531127929688,203.0533447265625,200.7763519287109,0.4321119785308838,0.4477455019950866,0.4931190907955169,44.570892333984375,57.729827880859375,58.83661651611328,-43.59171677,-53.92783356,-58.03369522,4.251043319702148,17.475059509277344,1.3396121263504028,0.978031039237976,0.9341415762901306,0.9863533973693848,5.241517543792725,4.962131023406982,4.068207740783691
0,102.9296799,128.2386322,118.8885345,201.8556213,201.8344116,200.3991547,0.450316846,0.471754402,0.494134486,46.35096741,60.49713898,58.74692535,-44.60263824,-56.20399094,-57.59770203,7.377766609,18.36298752,2.447441101,0.962280631,0.929035544,0.980437756,5.619457245,5.38151741,4.453416348
0,103.17893981933594,128.60379028320312,118.919189453125,202.3720703,202.41961669921875,200.50363159179688,0.4345794916152954,0.460204005241394,0.4877568781375885,44.83945083618164,59.18397903442383,58.00365447998047,-43.34527206,-54.60205841,-57.03982925,7.616586685180664,19.78725242614746,3.505526542663574,0.9666771292686462,0.9225817322731018,0.9833833575248718,5.915445327758789,5.8238935470581055,4.638450145721436
0,103.0891571044922,128.4835968017578,118.87115478515624,202.2356109619141,202.26710510253903,200.35140991210932,0.4406023919582367,0.4633788466453552,0.4951044917106628,45.421329498291016,59.53657913208008,58.853641510009766,-43.80217743,-54.86148071,-57.68457794,6.811729431152344,19.194860458374023,2.9102132320404053,0.9643526077270508,0.9214751720428468,0.9801360964775084,5.988095283508301,5.704686641693115,4.513247489929199
0,102.6838837,128.1333618,118.6958084,201.5652008,201.5752106,199.9982147,0.443840325,0.466310024,0.490507603,45.57524872,59.7498703,58.22119522,-43.87056732,-55.41026688,-57.02813339,6.997177601,18.24399948,2.238075018,0.962596357,0.927370489,0.979508102,5.969612122,5.81979084,4.779842854
0,99.91363525,125.8996429,115.6770706,197.5117798,197.1609344,194.6157684,0.134350076,0.105860658,0.132110819,13.42340469,13.32781887,15.28219223,10.75490665,10.12976742,13.05778694,7.366595745,7.381250858,7.32198143,0.801205575,0.760046899,0.854444623,6.00187397,5.661326408,4.844578266
